Timestamp;1. Do you have a social media account? (e.g., Facebook, Twitter, etc.);2. Which social media account do you use usually?;3. Which device do you usually use to connect social media?;4. Which type of internet connection do you use?;5. How long have you been using a social media account?;6. How frequently do you post (upload status or add photos/videos) on social media? ;7. How much time do you spend daily in social media?;8. When do you usually use social media?;9. How many friends do you have on social media?;10. How many friends do you know personally in social media? ;11. How many groups you are tagged in social media?;12. What is your main purpose for using social media (e.g. Facebook)?;13. What contents do you mainly look for in your social media news feed?;14.Do you believe social media is a good thing?;15. When you see something in social media, do you instantly believe it?;16. Have you ever experienced peer pressure due to social media?;17. Does your emotion get influenced by other's posts (success, failure, loss)? ;18. Have you ever compared yourself with other’s success or luxurious life?;19. Do you think, your mental wellbeing would be better if you do not use social media?;20. If answer is yes, are you trying to control that thing and trying to reduce the use of social media?;21. Please write your age in years (number).;22. Gender;23. Marital Status;24. Religion;25. Education;26. Profession;27. Monthly income;28. Area of residence;29. Living with-;30. Body weight (Kg);31. Height (m);32. Smoking habit
3/6/2021 10:21:24;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;3-5 per day;1-3 hours;Afternoon;500-2000;Many of them;5-10;To make new friends;Updates of current affairs/news;Yes;Yes;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;19;Male;Unmarried;Muslim;Secondary Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Rural Area;With family;55;1.70;Non-smoker
2/22/2021 15:04:43;Yes;WhatsApp;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;500-2000;Most of them;10-20;Running business;Motivational/ informative contents;Yes;No;Yes;Sometimes;Never;Yes;Trying to stop the use;28;Female;Unmarried;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;40;1.45;Non-smoker
2/22/2021 12:52:08;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;3-5 per day;3-5 hours;Frequently at anytime;500-2000;Many of them;5-10;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;Most of the times;No;Trying to reduce the use;20;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;57;1.73;Non-smoker
3/5/2021 18:59:10;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);2-5 years;3-5 per day;More than 5 hours;Afternoon;500-2000;Many of them;5-10;To make new friends;Updates of current affairs/news;Yes;Yes;Yes;Always;Most of the times;Yes;Trying to reduce the use;19;Female;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;49;1.60;Non-smoker
3/6/2021 13:19:57;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;1-2 per day;1-3 hours;Afternoon;500-2000;Few of them;Less than 5;For time pass;Updates of people;Yes;Yes;Yes;Sometimes;All the times;Yes;Trying to stop the use;18;Male;Unmarried;Muslim;Primary level;Daily labor/driver/housemaid;10,000-40,000 Tk;Rural Area;With family;49;1.60;Smoker
3/5/2021 14:46:14;Yes;Snapchat;Tablet;Broadband (Wi-Fi);Less than 2-year;Less than 1 per day;1-3 hours;Evening;Less than 500;All of them;Less than 5;For time pass;Updates of people;Yes;Yes;No;Sometimes;Never;Yes;Not trying;20;Female;Married;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;49;1.60;Non-smoker
3/7/2021 22:48:02;Yes;Facebook;Tablet;Broadband (Wi-Fi);Less than 2-year;Less than 1 per day;Less than 1 hour;Afternoon;500-2000;Many of them;5-10;For time pass;Updates of people;Yes;Yes;No;Sometimes;Most of the times;Yes;Trying to stop the use;20;Female;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;49;1.60;Non-smoker
3/6/2021 23:28:32;Yes;Facebook;Tablet;Mobile data;5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Many of them;Less than 5;To make new friends;Updates of people;Yes;Yes;Yes;Not at all;All the times;Yes;Trying to stop the use;18;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;49;1.60;Smoker
3/1/2021 21:14:54;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;3-5 per day;3-5 hours;Evening;2000-4000;Most of them;10-20;To stay connected with people;To stay connected with people;Yes;Yes;Yes;Sometimes;Most of the times;Yes;Trying to stop the use;15;Male;Unmarried;Muslim;Primary level;Daily labor/driver/housemaid;10,000-40,000 Tk;Rural Area;With family;49;1.60;Smoker
3/9/2021 14:58:47;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Many of them;10-20;For time pass;Updates of people;Yes;No;Yes;Sometimes;Never;No;Not trying;27;Female;Married;Muslim;Masters or above;Private job;10,000-40,000 Tk;Rural Area;With family;70;1.91;Non-smoker
2/14/2021 19:20:03;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;3-5 hours;Frequently at anytime;500-2000;Many of them;10-20;To stay connected with people;To stay connected with people;Yes;No;Yes;Sometimes;Never;Yes;Trying to stop the use;23;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;56;1.70;Non-smoker
2/27/2021 13:14:02;Yes;WhatsApp;Mobile Phone;Mobile data;Less than 2-year;More than 5 per day;More than 5 hours;Frequently at anytime;2000-4000;Most of them;10-20;To stay connected with people;Studying;Yes;Yes;Yes;Always;Most of the times;No;Not trying;18;Female;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;48;1.57;Non-smoker
3/6/2021 9:03:20;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;1-3 hours;Afternoon;500-2000;Many of them;10-20;To stay connected with people;To stay connected with people;Yes;Yes;Yes;Sometimes;All the times;Yes;Trying to reduce the use;20;Male;Unmarried;Muslim;Primary level;Daily labor/driver/housemaid;10,000-40,000 Tk;Rural Area;With family;48;1.57;Non-smoker
2/16/2021 17:11:36;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;Less than 1 per day;Less than 1 hour;Evening;Less than 500;Many of them;Less than 5;To stay connected with people;Updates of people;No;No;No;Sometimes;Most of the times;Yes;Trying to reduce the use;24;Female;Unmarried;Muslim;Masters or above;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Urban Area;With family;48;1.57;Non-smoker
2/20/2021 23:00:21;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;3-5 hours;Frequently at anytime;Less than 500;All of them;5-10;For time pass;Updates of people;No;No;Yes;Sometimes;Never;Yes;Trying to reduce the use;27;Female;Married;Muslim;Masters or above;Self-employed/Entrepreneur/Business;Above 70,000 Tk;Urban Area;Without family;48;1.57;Non-smoker
2/26/2021 17:01:38;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;More than 20;To stay connected with people;To stay connected with people;Yes;No;No;Not at all;Never;No;Not trying;24;Female;Married;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;45;1.52;Non-smoker
3/1/2021 7:25:35;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;Less than 1 per day;Less than 1 hour;Night to late night;Less than 500;Few of them;Less than 5;To stay connected with people;Updates of people;Yes;No;Yes;Not at all;Most of the times;Yes;Not trying;26;Female;Married;Muslim;Primary level;Daily labor/driver/housemaid;10,000-40,000 Tk;Urban Area;With family;45;1.52;Non-smoker
2/19/2021 21:52:48;Yes;Facebook;Laptop;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Evening;Less than 500;All of them;Less than 5;Running business;To stay connected with people;Yes;No;No;Not at all;Never;No;Not trying;35;Female;Divorced;Muslim;Graduate Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Urban Area;With family;45;1.52;Non-smoker
2/21/2021 10:47:36;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Many of them;10-20;To stay connected with people;To stay connected with people;Yes;No;Yes;Sometimes;Never;No;Not trying;25;Female;Unmarried;Muslim;Graduate Level;Private job;10,000-40,000 Tk;Urban Area;With family;45;1.52;Non-smoker
2/28/2021 23:48:23;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Most of them;10-20;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;No;Sometimes;Never;No;Not trying;25;Female;Unmarried;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;45;1.52;Non-smoker
3/1/2021 21:35:17;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;3-5 per day;More than 5 hours;Frequently at anytime;Less than 500;Many of them;10-20;To stay connected with people;Get pleasure from funny posts/ memes;Yes;Yes;Yes;Sometimes;All the times;No;Not trying;14;Male;Unmarried;Muslim;Primary level;Unemployed including students;No income;Rural Area;With family;58;1.73;Non-smoker
2/21/2021 19:59:56;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Many of them;Less than 5;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;No;Sometimes;Most of the times;No;Trying to reduce the use;21;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;Without family;53;1.65;Non-smoker
3/5/2021 14:51:26;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;1-3 hours;Morning;500-2000;Many of them;5-10;To make new friends;Updates of current affairs/news;No;No;No;Sometimes;Most of the times;Yes;Trying to reduce the use;20;Male;Unmarried;Muslim;Secondary Level;Govt. job;40,000-70,000 Tk;Rural Area;Without family;53;1.65;Smoker
3/6/2021 19:59:10;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;1-3 hours;Evening;500-2000;Most of them;5-10;To make new friends;Get pleasure from funny posts/ memes;Yes;Yes;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;18;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;50;1.60;Smoker
2/20/2021 13:13:57;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;Less than 500;Most of them;Less than 5;To stay connected with people;Updates of current affairs/news;No;No;Yes;Sometimes;Never;Yes;Trying to reduce the use;23;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;50;1.60;Non-smoker
2/20/2021 21:40:33;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;More than 5 per day;1-3 hours;Frequently at anytime;Less than 500;Most of them;5-10;To stay connected with people;Updates of current affairs/news;Yes;No;No;Sometimes;Never;Yes;Trying to reduce the use;25;Male;Unmarried;Muslim;Graduate Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Rural Area;With family;50;1.60;Non-smoker
2/21/2021 0:05:37;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;1-3 hours;Evening;500-2000;Most of them;Less than 5;To stay connected with people;Updates of current affairs/news;Yes;No;Yes;Sometimes;Never;No;Not trying;23;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;50;1.60;Non-smoker
3/1/2021 19:46:10;Yes;Snapchat;Mobile Phone;Broadband (Wi-Fi);2-5 years;More than 5 per day;More than 5 hours;Frequently at anytime;500-2000;Many of them;5-10;To stay connected with people;Updates of people;Yes;Yes;Yes;Sometimes;Never;No;Not trying;17;Female;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;50;1.60;Non-smoker
2/28/2021 23:16:55;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;1-2 per day;3-5 hours;Frequently at anytime;2000-4000;Most of them;10-20;To stay connected with people;Updates of current affairs/news;Yes;No;Yes;Sometimes;Most of the times;No;Trying to reduce the use;23;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Rural Area;With family;60;1.75;Smoker
3/5/2021 19:18:27;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;3-5 per day;3-5 hours;Evening;2000-4000;Many of them;5-10;To make new friends;To stay connected with people;Yes;Yes;Yes;Sometimes;Never;Yes;Trying to stop the use;17;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;Without family;55;1.68;Smoker
2/20/2021 0:52:27;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;1-3 hours;Night to late night;Less than 500;All of them;More than 20;For time pass;Get pleasure from funny posts/ memes;Yes;No;No;Sometimes;All the times;Yes;Not trying;22;Male;Unmarried;None;Graduate Level;Unemployed including students;No income;Urban Area;With family;55;1.68;Smoker
3/8/2021 10:58:49;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;3-5 per day;More than 5 hours;Frequently at anytime;Less than 500;Most of them;5-10;To stay connected with people;To stay connected with people;Yes;Yes;Yes;Always;Never;No;Not trying;16;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;47;1.55;Non-smoker
3/7/2021 20:47:44;Yes;Facebook;Tablet;Broadband (Wi-Fi);2-5 years;1-2 per day;3-5 hours;Morning;Less than 500;Most of them;5-10;For time pass;To stay connected with people;No;Yes;Yes;Sometimes;All the times;Yes;Trying to reduce the use;18;Male;Unmarried;Hindu;Secondary Level;Unemployed including students;No income;Rural Area;Without family;47;1.55;Non-smoker
3/6/2021 17:44:18;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;1-2 per day;1-3 hours;Afternoon;500-2000;Few of them;Less than 5;For time pass;Get pleasure from funny posts/ memes;Yes;Yes;Yes;Sometimes;All the times;No;Not trying;16;Male;Unmarried;Muslim;Primary level;Unemployed including students;No income;Rural Area;With family;47;1.55;Non-smoker
2/20/2021 21:23:16;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Many of them;More than 20;To stay connected with people;To stay connected with people;Yes;Yes;Yes;Sometimes;Most of the times;No;Trying to reduce the use;28;Female;Married;Muslim;Graduate Level;Doctor ;No income;Urban Area;With family;52;1.63;Non-smoker
3/1/2021 22:09:04;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;More than 5 per day;More than 5 hours;Frequently at anytime;Less than 500;Most of them;Less than 5;For time pass;Updates of people;Yes;No;No;Always;Most of the times;Yes;Trying to reduce the use;16;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;64;1.80;Non-smoker
2/21/2021 17:05:54;Yes;Facebook;Laptop;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;1-3 hours;Night to late night;Less than 500;Most of them;5-10;To stay connected with people;To stay connected with people;No;No;Yes;Not at all;Never;Yes;Trying to stop the use;26;Male;Unmarried;Muslim;Graduate Level;Private job;10,000-40,000 Tk;Urban Area;Without family;57;1.70;Smoker
3/5/2021 17:42:59;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;1-2 per day;1-3 hours;Frequently at anytime;Less than 500;Most of them;5-10;To make new friends;Updates of current affairs/news;Yes;Yes;No;Sometimes;Most of the times;Yes;Trying to stop the use;26;Male;Divorced;Muslim;Secondary Level;Self-employed/Entrepreneur/Business;40,000-70,000 Tk;Rural Area;Without family;66;1.83;Smoker
3/1/2021 14:50:41;Yes;Instagram;Mobile Phone;Mobile data;Less than 2-year;More than 5 per day;More than 5 hours;Frequently at anytime;500-2000;Few of them;5-10;For time pass;Updates of people;Yes;Yes;No;Sometimes;Most of the times;No;Not trying;17;Female;Unmarried;Hindu;Secondary Level;Unemployed including students;No income;Rural Area;With family;49;1.57;Non-smoker
3/7/2021 20:39:45;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;Few of them;Less than 5;To make new friends;Updates of people;Yes;Yes;Yes;Sometimes;All the times;Yes;Trying to stop the use;23;Female;Married;Muslim;Primary level;Hhousewife;No income;Rural Area;With family;49;1.57;Non-smoker
2/13/2021 20:01:43;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;1-3 hours;Night to late night;500-2000;Many of them;10-20;For time pass;Job circular;Yes;No;Yes;Sometimes;Never;No;Trying to reduce the use;24;Female;Unmarried;Muslim;Graduate Level;Private job;10,000-40,000 Tk;Urban Area;With family;49;1.57;Non-smoker
2/19/2021 23:41:02;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);5-10 years;More than 5 per day;1-3 hours;Night to late night;Less than 500;Most of them;10-20;For time pass;To stay connected with people;No;No;Yes;Not at all;Never;Yes;Trying to reduce the use;25;Female;Married;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;49;1.57;Non-smoker
3/6/2021 18:49:22;Yes;Facebook;Tablet;Mobile data;2-5 years;1-2 per day;1-3 hours;Frequently at anytime;Less than 500;Few of them;5-10;To make new friends;Updates of current affairs/news;Yes;Yes;Yes;Not at all;All the times;Yes;Trying to stop the use;20;Female;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;49;1.57;Non-smoker
2/22/2021 11:52:19;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;5-10;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;Most of the times;No;Not trying;26;Female;Married;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;49;1.57;Non-smoker
3/8/2021 11:12:27;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;More than 5 per day;1-3 hours;Frequently at anytime;Less than 500;Many of them;Less than 5;For time pass;Updates of current affairs/news;Yes;Yes;Yes;Always;Most of the times;Yes;Not trying;17;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;46;1.52;Non-smoker
2/14/2021 19:44:09;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;More than 5 per day;More than 5 hours;Frequently at anytime;Less than 500;Most of them;Less than 5;For time pass;To stay connected with people;No;No;No;Sometimes;Never;No;Not trying;25;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;Without family;46;1.52;Non-smoker
3/7/2021 20:39:46;Yes;Facebook;Tablet;Broadband (Wi-Fi);2-5 years;More than 5 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;5-10;To make new friends;To stay connected with people;Yes;Yes;Yes;Sometimes;All the times;No;Not trying;27;Female;Married;Muslim;Secondary Level;Housewife;No income;Rural Area;With family;54;1.65;Non-smoker
